ward_code,ward,lga,state,worldpop_total,meta_total,meta_u5,grid3_v3_total,worldpop_u5
12410,Lamisula,Maiduguri,Borno,17793.4,22522.7,4120.9,48630.1,4089.2
ANSKPP05,Nwagu 2,Dunukofia,Anambra,1871.7,1272.5,151.3,2268.7,215.2
OYSIBN05,Nalende,Ibadan North,Oyo,6245.2,10648.2,1346.6,8714.4,1495.3
OYSIBN09,Sabo,Ibadan North,Oyo,3249.5,6553.3,828.1,4454.6,726.5
OGSABN04,Iberekodo 4,Abeokuta North,Ogun,15500.9,15400.0,2181.3,23092.4,2307.3
OYSIBN10,Samonda,Ibadan North,Oyo,41963.0,64301.5,8210.4,31238.0,8274.3
OYSIBN01,Agbowo,Ibadan North,Oyo,16978.3,19735.6,2585.5,38729.1,3191.1
KGSERE13,Oke Egbe 4,Yagba West,Kogi,7659.0,3054.6,539.4,5015.7,1975.2
OYSISE06,Kobomoje,Ibadan South East,Oyo,1024.0,1426.8,180.6,1433.1,255.4
OYSISE01,Adesola,Ibadan South East,Oyo,7139.9,25807.6,3432.9,8735.2,3510.0
OYSINW05,Bere,Ibadan North West,Oyo,768.0,1271.1,161.2,1344.0,203.6
OYSINW03,Agbaje / Idikan,Ibadan North West,Oyo,1024.0,1668.4,211.5,1790.4,262.7
OGSADO13,Ota 1,Ado Odo/Ota,Ogun,53925.6,79103.3,11393.0,111840.0,10728.0
OGSADO15,Ota 3,Ado Odo/Ota,Ogun,38776.3,37268.2,5347.7,73270.6,8376.1
OGSADO14,Ota 2,Ado Odo/Ota,Ogun,41740.7,25537.8,3792.4,118212.2,6022.0
OGSADO10,Iju,Ado Odo/Ota,Ogun,255303.1,340935.3,49774.8,734857.0,42075.8
OGSADO16,Sango,Ado Odo/Ota,Ogun,73470.4,45546.0,6563.6,172556.6,11757.5
OGSADO11,Ilogbo Ward,Ado Odo/Ota,Ogun,115541.9,110742.6,16445.4,393345.9,16669.4
OYSIJA05,Ijio / Ayegun,Iwajowa,Oyo,19283.0,19467.3,2403.6,19427.2,2396.6
OGSADO09,Ijoko,Ado Odo/Ota,Ogun,91464.7,82948.7,11944.8,216948.6,15951.2
OGSYES10,Owode 1,Yewa South,Ogun,30675.7,33599.2,5142.2,62636.0,4896.7
BYSBRS05,Kongho,Brass,Bayelsa,3762.6,6570.1,778.7,3681.2,566.5
OYSIJA06,Ilaji / Idiko Ile,Iwajowa,Oyo,7138.2,6464.5,794.4,4123.9,858.9
OYSIBAN08,Ofiki 2,Ibarapa North,Oyo,11691.7,16175.1,2024.3,8712.5,1427.0
OYSIBAN07,Ofiki 1,Ibarapa North,Oyo,32703.2,35716.6,4478.8,17368.8,4027.5
OGSION09,Matale,Imeko Afon,Ogun,17883.0,18334.3,2531.4,8526.7,2395.3
BYSNEM04,Igbeta Ewoama,Nembe,Bayelsa,4888.9,24872.6,3095.5,5044.0,1900.3
OGSION08,Iwoye,Imeko Afon,Ogun,23239.7,23752.3,3404.7,17032.3,3103.0
RVSBNY11,Boward 11,Bonny,Rivers,704.0,1415.3,153.6,751.6,125.6
RVSBNY07,Boward 7,Bonny,Rivers,44397.4,78863.2,8559.7,32236.5,9200.3
RVSKRK06,Okward 6,Okrika,Rivers,19820.3,53023.4,6141.4,13716.2,5736.1
AKSPNG05,Mkpanak,Ibeno,Akwa Ibom,11376.1,19908.1,2330.8,17043.4,2620.2
BYSNEM12,Okoroma 2,Nembe,Bayelsa,11241.0,34043.1,4292.2,8922.2,3848.3
RVSABM16,Aktward 16,Akuku Toru,Rivers,17756.9,137438.9,16413.9,20180.6,15672.8
BYSBRS06,Minibie,Brass,Bayelsa,20102.6,37006.3,4381.2,19161.3,4634.6
BYSBRS04,Cape Formosa,Brass,Bayelsa,12402.2,29804.7,3531.0,15814.4,2928.4
BYSBRS08,Oginibiri,Brass,Bayelsa,1292.0,2062.5,244.2,812.0,234.6
BYSBRS01,Brass 1,Brass,Bayelsa,15445.0,31949.2,3782.5,11914.5,3597.8
BYSBRS02,Brass 2,Brass,Bayelsa,10701.5,20982.1,2484.1,7580.2,2584.8
BYSBRS09,Okpoama,Brass,Bayelsa,9269.9,19157.6,2268.1,7645.5,2422.6
BYSBRS07,Odioma-Diema,Brass,Bayelsa,23392.5,46717.4,5687.3,21908.7,5922.5
BYSNEM03,Basambiri 3,Nembe,Bayelsa,1816.9,6537.8,824.7,1592.8,521.3
RVSABM11,Aktward 11,Akuku Toru,Rivers,8373.4,17154.6,2030.9,13140.7,2084.9
ODSESO07,Arogbo 2,Ese Odo,Ondo,1963.3,7104.4,906.9,2689.9,587.1
DTSKLK07,Ogheye,Warri North,Delta,18556.3,27702.3,3387.8,12460.3,4918.3
DTSKLK06,Ogbinbiri,Warri North,Delta,3708.3,6578.8,800.2,2458.6,924.6
DTSKLK04,Gbokoda,Warri North,Delta,19642.8,37342.6,4567.0,12576.5,5091.3
ODSIAE03,Mahin 1,Ilaje,Ondo,20873.1,26415.2,3311.7,21447.7,3369.3
DTSKLK09,Opuama,Warri North,Delta,30084.8,51501.1,6351.7,21625.6,6550.6
DTSKLK10,Tsekelewu,Warri North,Delta,2149.7,2977.1,362.1,1623.1,477.0
ODSIAE04,Mahin 2,Ilaje,Ondo,43978.5,54593.5,6844.4,46194.9,8567.4
ODSIAE12,Ugbo1,Ilaje,Ondo,22680.1,25461.1,3192.1,17801.7,5175.8
ODSIAE07,Ugbo 2,Ilaje,Ondo,22298.4,22723.1,2848.8,17878.6,4676.2
ODSIAE05,Mahin 3,Ilaje,Ondo,52875.5,100676.2,12627.3,59218.4,6646.0
DTSKLK08,Okbudugbudu,Warri North,Delta,9181.0,17981.0,2203.1,6831.2,2036.3
ODSIAE02,Etikan,Ilaje,Ondo,9663.1,10360.7,1298.9,7396.0,1291.6
ODSIAE06,Mahin 4,Ilaje,Ondo,11066.1,21117.8,2652.8,10860.0,1374.3
ODSIAE01,Aheri,Ilaje,Ondo,22522.9,26089.6,3277.1,19922.4,3536.6
DTSWRC06,Ogidigben,Warri South-West,Delta,16626.2,28391.6,3518.2,15325.7,3153.3
DTSBUR07,Ogulagha,Burutu,Delta,29765.5,44593.8,5728.6,27171.3,8333.0
OGSWSD10,Ode-Omi,Ogun Waterside,Ogun,13024.7,12836.5,1623.0,7542.0,1700.2
DTSWRC07,Okerenkoko,Warri South-West,Delta,3905.7,6793.7,835.6,2868.4,850.5
DTSWWR06,Obodo,Warri South,Delta,21084.2,31915.0,3871.3,16901.2,4263.7
DTSWWR10,Ubeji,Warri South,Delta,91824.8,125007.3,15339.2,88562.2,17944.4
TRSARD05,Jauro Yinu,Ardo-Kola,Taraba,18239.8,21738.7,3947.3,33398.4,3251.6
TRSARD02,Ardo Kola,Ardo-Kola,Taraba,5792.7,6415.1,1164.9,13535.6,1032.7
TRSARD06,Lamido Borno,Ardo-Kola,Taraba,8671.1,14213.4,2580.9,22343.8,1545.8
TRSJAL09,Turaki B,Jalingo,Taraba,18489.4,18410.6,3131.0,22275.3,3096.4
TRSJAL03,Kona,Jalingo,Taraba,115972.7,120812.9,20001.6,108693.7,19068.5
ADSGRE08,Modire,Girei,Adamawa,38313.9,35456.9,5681.9,44084.1,6367.7
TRSJAL01,Barade,Jalingo,Taraba,11531.6,9339.6,1630.5,23233.0,2188.8
TRSJAL07,Sintali B,Jalingo,Taraba,50028.0,42696.5,7054.2,56074.4,8231.9
ADSYLA01,Adarawo,Yola South,Adamawa,19995.5,28541.0,4290.2,19779.1,4882.1
TRSJAL05,Sarkin Dawaki,Jalingo,Taraba,6125.5,4984.5,905.1,16001.9,1092.0
TRSJAL02,Kachala-Sembe,Jalingo,Taraba,17723.5,19284.0,3391.2,30380.0,3055.0
ADSYLA06,Mbamba,Yola South,Adamawa,55874.1,58535.8,9601.4,37198.1,9932.8
TRSJAL04,Majidadi,Jalingo,Taraba,6733.5,6338.9,1151.0,21501.2,1200.4
TRSYRR05,Lankaviri,Yorro,Taraba,17134.6,24710.2,4310.9,21571.7,2937.6
TRSYRR02,Gongong,Yorro,Taraba,19176.7,20310.3,3406.3,15928.1,3142.2
ADSGRE02,Damare,Girei,Adamawa,20397.9,19020.7,3452.4,38073.1,3618.3
ADSYLN07,Limawa,Yola North,Adamawa,2975.3,1705.7,309.6,6170.0,527.5
ADSYLN04,Gwadabawa,Yola North,Adamawa,61240.3,84806.5,12343.7,34571.9,13879.0
ADSYLA04,Makama A,Yola South,Adamawa,22952.9,42362.7,6134.0,33661.9,6786.6
TRSBAL06,Gang Tiba,Bali,Taraba,3820.8,4010.0,762.1,5332.2,713.7
TRSBAL04,Gang Lari,Bali,Taraba,9949.0,11741.6,2182.5,14151.5,1820.9
AKSENW07,Effiat 2,Mbo,Akwa Ibom,7391.3,9043.5,1156.7,5539.6,2725.6
TRSLAU10,Yitti,Lau,Taraba,10571.0,7571.1,1352.9,10451.5,1875.5
TRSLAU08,Lau,Lau,Taraba,25750.3,24219.8,4615.0,23946.2,4976.6
OYSICL05,Isale Oba,Ibarapa Central,Oyo,3274.9,995.4,118.1,815.5,382.2
OGSABN09,Imala,Abeokuta North,Ogun,34116.3,21505.8,3118.9,16421.3,4793.0
OGSION03,Agborogbomo,Imeko Afon,Ogun,9237.7,4470.9,615.3,3136.0,1247.4
OGSION04,Atapele,Imeko Afon,Ogun,4643.9,3614.2,499.0,2636.8,623.4
OYSIJA07,Itasa / Idikoago,Iwajowa,Oyo,18803.2,26933.9,3308.9,14709.6,2268.4
OYSIBAN02,Ayete 2,Ibarapa North,Oyo,11195.9,12140.7,1523.8,7682.1,1607.6
OYSICL06,Oke Oba,Ibarapa Central,Oyo,964.3,220.3,27.5,434.5,119.7
RVSDEG17,Deward 17,Degema,Rivers,4973.3,28878.6,3281.4,3679.8,2870.2
AKSTTU09,East Itam 4,Itu,Akwa Ibom,7350.2,3830.0,454.3,6528.9,854.3
11707,Kauwa,Kukawa,Borno,8787.1,19100.2,3681.9,4208.0,2587.4
OYSKAA10,Kajola,Kajola,Oyo,1756.2,407.6,50.7,962.4,212.1
KN0408,Kofa,Bebeji,Kano,7451.3,10145.6,2029.8,11129.7,1585.2
60301,Bodai,Dange Shuni,Sokoto,23147.3,24120.3,4835.4,18699.6,4592.6
60504,Goronyo,Goronyo,Sokoto,30472.9,39121.4,8108.6,23000.8,9404.1
PLSMBD13,Talgwang,Langtang South,Plateau,10044.5,9835.4,1746.6,9299.9,1753.5
12308,Ngurno,Monguno,Borno,2725.4,10910.8,2043.9,3131.4,554.1
GMSFKY04,Bajoga West,Funakaye,Gombe,31577.7,42522.2,7921.7,36726.0,7002.1
KGSNDG08,Onyedega,Ibaji,Kogi,21180.4,16657.1,3286.8,10834.6,5589.9
OGSINE08,Odosenbora,Ijebu North East,Ogun,15608.2,12700.1,1584.2,10138.9,2164.1
OGSINE03,Igede,Ijebu North East,Ogun,5504.1,7682.9,953.9,3536.5,731.4
ENSAGW20,Olo 1,Ezeagu,Enugu,14347.8,27523.1,3021.5,16682.5,1517.3
GMSYDB06,Kanawa / Wajari,Yamaltu/Deba,Gombe,17023.0,6998.2,1376.9,28179.1,3290.1
OYSOWT08,Opapa / Fatuke,Oyo West,Oyo,45546.8,37239.8,4774.4,73604.9,5668.0
OSSICL07,Iremo 2 / Iremo 2 Eleyele,Ife Central,Osun,13000.0,17690.7,2030.4,25444.3,1448.8
ANSNSH09,Omagba 2 / Inland Town 8,Onitsha North,Anambra,3368.6,1423.2,159.5,4999.9,365.4
CRSANA01,Ward 1,Calabar South,Cross River,15290.1,16505.2,1922.5,24008.9,1803.8
OSSOSO04,Ataoja 2 / B,Osogbo,Osun,5512.1,4367.0,547.9,2665.8,783.7
NISMAK01,Beji,Bosso,Niger,13137.4,13487.9,2569.5,29931.0,2459.5
ABSMBL18,Umuasua,Isuikwuato,Abia,8773.1,10024.6,983.4,6168.7,838.8
ANSKPP03,Ifite Dunu 3 / Akwa,Dunukofia,Anambra,6715.2,3234.0,379.5,7984.2,783.4
ENSJRV01,Achi-Agu 3,Oji-River,Enugu,24355.6,11333.7,1247.9,17456.8,2577.5
ENSJRV03,Achi-Uno 3,Oji-River,Enugu,10341.0,12480.3,1396.7,10360.7,1101.0
AKSAUQ09,Ikpa,Esit Eket,Akwa Ibom,10535.1,11880.0,1528.8,7133.6,1361.0
AKSAUQ02,Uquo 2 / Ebe Ekpi,Esit Eket,Akwa Ibom,11028.9,10641.4,1369.2,5336.1,1519.4
OSSIDN06,Iba 2 / 2,Ifelodun,Osun,5721.4,6528.1,815.5,5020.4,752.6
EKSEKE08,Iworo Omuo / Obadore 2,Ekiti East,Ekiti,3873.9,90.5,10.5,1824.9,468.6
ANSUKP12,Osumenyi 4 / Osumenyi  2,Nnewi South,Anambra,8466.7,7179.5,752.7,8985.4,856.5
ENSJRV11,Inyi 3,Oji-River,Enugu,9640.8,2908.0,318.2,10145.8,1024.0
ANSZBL01,Amakwa / Amakwa 2,Ekwusigo,Anambra,15163.6,13728.7,1538.5,11025.1,1776.6
AKSABT10,Ikot Udo / Oniong west 3,Onna,Akwa Ibom,12890.0,15818.4,1950.1,5175.6,1665.8
AKSABT09,Nkpok / Nung idem 1,Onna,Akwa Ibom,5845.2,5628.1,698.7,1612.7,774.3
OSSOSO03,Ataoja 1 / A,Osogbo,Osun,15531.7,17067.8,2092.8,42011.3,2039.5
ENSDBR14,Oduma 3 / Ezinesi,Aninri,Enugu,15051.4,10785.3,1315.3,5930.4,1813.1
71501,Babbangida,Tarmuwa,Yobe,25828.0,27378.6,4916.2,33664.2,4593.6
OYSSWT06,Isale Efii / Bagii,Saki West,Oyo,624.9,779.7,104.9,460.7,83.0
12606,Jigalta,Nganzai,Borno,11912.0,5692.4,1147.8,2642.4,2354.8
10807,Mudu Kaza,Dikwa,Borno,12555.2,26144.8,5296.5,4796.3,4781.7
11509,Sigal Karche,Kala Balge,Borno,7745.1,8669.5,1690.3,3268.3,3078.9
10511,Zarawuyaku,Biu,Borno,35401.3,37399.1,7121.3,38470.4,7021.2
RVSNCH10,Onne,Eleme,Rivers,31887.0,64486.3,7419.5,27627.7,6059.4
OSSORU10,Olufon Orolu H,Orolu,Osun,13538.2,14940.2,1886.6,11694.5,1987.7
OSSIRE04,Fiditi / Ikire J,Irewole,Osun,666.4,0.0,0.0,1023.4,78.8
OSSIRE03,Atoba / Ikire A,Irewole,Osun,1873.6,225.0,27.5,2927.4,221.5
OSSBOE11,Ororuwo,Boripe,Osun,5405.2,9008.2,1074.0,3246.4,978.8
OSSBOE07,Oke Ogi / Ada 2,Boripe,Osun,15520.2,26762.7,3190.9,9382.9,2926.1
OSSBOE06,Iso-Ege / Ada 1,Boripe,Osun,9559.3,16263.2,1939.0,6599.7,1688.2
OSSBOE04,College / Egbada Road / Isale Offa,Boripe,Osun,19329.9,23265.4,2814.2,23272.5,2686.8
OSSADE11,Ijegbe / Oke-Eso / Oke-Owu Ijugbe,Ayedade,Osun,9533.3,27174.2,3123.9,11866.1,1108.3
OSSADE10,Obalufon,Ayedade,Osun,13787.8,864.8,99.4,19235.5,1608.0
CRSANA11,Ward 11,Calabar South,Cross River,18364.5,16798.1,2151.8,17174.0,2750.5
CRSANA07,Ward 7,Calabar South,Cross River,10174.5,9833.0,1136.5,15499.8,1254.6
CRSANA06,Ward 6,Calabar South,Cross River,5226.1,5073.8,579.7,8136.7,582.8
CRSANA03,Ward 3,Calabar South,Cross River,12885.8,12037.4,1385.0,16631.0,1559.3
BNSSEL11,Utange,Ushongo,Benue,6270.4,15005.4,2768.0,17300.9,1131.6
BNSSEL10,Mbagwe / Mbayegh,Ushongo,Benue,6363.9,1358.7,250.6,14151.7,1148.5
BNSSEL08,Mbagwaza,Ushongo,Benue,16450.4,36999.5,6893.4,48542.4,2975.1
OSSEGO03,Ijimoba / Inisa 1 / Aato / Igbon,Ejigbo,Osun,1189.3,485.8,57.4,866.1,139.0
OSSEGO08,Okebalogun / Elejigbo 'D' / Ejemu,Ejigbo,Osun,7697.3,9357.5,1119.0,10445.5,902.0
AKSKTE06,Ikot Obong Edong / Ikot Ekpene 11,Ikot Ekpene,Akwa Ibom,10959.8,13704.9,1651.9,10313.2,1274.9
BNSSEL07,Mbagba,Ushongo,Benue,18557.7,53407.1,9916.1,57318.9,3366.7
BNSSEL02,Mbaanyam / Ikov,Ushongo,Benue,14147.0,11497.6,2097.3,20243.9,2512.5
BNSMKD07,Mbalagh,Makurdi,Benue,15743.4,10385.3,1567.6,16788.8,2325.4
OSSIDO09,Obaale,Ifedayo,Osun,4605.6,8463.2,994.6,3715.4,830.5
70407,Ngalda / Dumb,Fika,Yobe,46965.0,43576.1,8031.4,48455.9,8721.2
12608,Alarge,Nganzai,Borno,4943.8,6351.7,1282.2,1636.8,981.5
12309,Sure,Monguno,Borno,13201.5,17996.6,3266.2,7115.9,3736.7
BNSDKP10,Onyagede Icho (Ogoli),Ohimini,Benue,14410.1,15157.8,2786.2,15657.2,2618.7
BNSPKG03,Ichama 1 / Ojoga,Okpokwu,Benue,7605.8,5871.4,1116.3,5503.2,1430.3
ENSAGN11,Akpugo 3,Nkanu West,Enugu,7261.8,6058.5,618.0,5153.0,711.3
BNSDKP03,Awume Icho,Ohimini,Benue,4454.9,5975.8,1169.0,6271.2,854.3
BNSDKP06,Ochobo,Ohimini,Benue,20149.9,19523.2,3819.1,18402.2,3945.0
OSSIDN09,Oke Amola / Amola Ikirun,Ifelodun,Osun,5846.1,5371.9,658.8,10423.1,694.2
BNSDKP02,Awume Ehaje,Ohimini,Benue,6632.8,8942.9,1749.4,9739.8,1272.2
12306,Mofio,Monguno,Borno,14761.2,21680.1,3957.9,7283.2,4150.7
70309,Njiwaji / Gwange,Damaturu,Yobe,19074.0,16141.3,2796.3,51327.1,3244.6
EBSCHR14,Ndiegu Amegu 3 / Ndufu Echara,Ikwo,Ebonyi,10393.4,11882.6,2101.8,7818.5,2048.6
OSSOSO05,Ataoja 3 / C,Osogbo,Osun,415.9,164.5,19.8,510.5,48.4
BNSDKP01,Agadagba,Ohimini,Benue,11966.1,10231.2,2001.4,10185.9,2313.1
AKSENW05,Enwang 2,Mbo,Akwa Ibom,11080.0,15498.4,1983.0,5128.3,2099.2
AKSABT12,Nung idem 2,Onna,Akwa Ibom,10980.2,12713.3,1566.9,4176.1,1473.8
DTSBKW07,Okuzu / Obiaruku  2,Ukwuani,Delta,26538.8,31576.7,3903.8,30372.0,3336.3
ANSNSH06,Marine / Trans Nkisi,Onitsha North,Anambra,31185.8,18617.3,2120.2,55752.6,3480.9
OSSBOLUW02,Igbajo 1 / Gbeleru Obaala 1,Boluwaduro,Osun,5425.6,4356.3,549.0,2597.2,769.2
EKSEKW09,Okebedo 1 / Ilawe 3,Ekiti South-West,Ekiti,956.7,428.3,49.5,344.7,106.8
ABSACH06,Eleoha Ihe 1,Arochukwu,Abia,15753.8,17050.2,1929.6,10223.2,1919.6
IMSAWD13,Orsu Ihitteukwa 1 and 2,Orsu,Imo,4890.9,4511.7,534.2,8522.0,559.8
ANSNSH05,Main Market 1 / Water-side Central  1,Onitsha North,Anambra,2508.0,1264.5,144.0,4210.9,304.2
OSSAME09,Odogbo / Ayegunle,Atakunmosa East,Osun,1976.0,2316.7,274.8,1909.6,284.7
OSSAME10,Sokoto / Forest Reserve  2,Atakunmosa East,Osun,137.6,75.8,9.3,288.8,16.3
OSSAME02,Arowojobe / Arowojobe,Atakunmosa East,Osun,394.9,328.5,40.2,1255.0,46.7
OSSOSO14,Olugun / Eketa,Osogbo,Osun,5021.8,5108.0,644.1,2321.0,747.7
OYSOIE01,Adafila / Ori Ire 6,Ori Ire,Oyo,6843.2,7554.3,957.8,8140.5,843.8
OSSIEW09,Ita-Ofa / Omofe / Idasa,Ilesha West,Osun,9191.4,10001.7,1179.7,11933.1,1054.4
ANSNZM01,Abegbu / Iyiora,Anambra West,Anambra,12707.7,21208.1,2621.9,6356.3,2732.7
10905,Gubio 2,Gubio,Borno,17612.1,17745.0,3400.5,13617.7,3584.2
CRSBRA05,Osopong 2 / Osopong 1,Obubra,Cross River,10708.6,12832.3,1710.3,4261.0,1590.8
CRSCAL01,Akim / One,Calabar Municipal,Cross River,9682.5,7684.8,878.0,13966.4,1445.5
NASNEG11,Ogbabi / Agunji,Nasarawa Egon,Nasarawa,1558.3,2580.6,504.0,1421.6,298.2
OSSIAE01,Anaye / Iloro / Roye,Ilesha East,Osun,37394.0,44069.5,5188.5,41657.3,5054.8
EBSCHR06,Ekpa Omaka / Inyimagu 1,Ikwo,Ebonyi,17495.8,14284.9,2482.4,11221.9,2988.4
AKSAUQ10,Edo 3 / Ebighi Okpono,Esit Eket,Akwa Ibom,12385.2,12781.6,1645.0,7181.7,1597.9
AKSBMT11,Ibdoro / Ibiono Northern 1,Ibiono Ibom,Akwa Ibom,25987.7,34377.3,4328.9,8859.8,3375.9
AKSDRK07,Usuk Ibahesi / Ikono North 2,Ini,Akwa Ibom,14413.1,16101.8,2018.2,8894.6,1757.0
AKSDRK08,Mbiafun / Ikono North 3,Ini,Akwa Ibom,29973.5,35821.0,4537.5,24930.3,3680.2
EBSEDA08,Nguzu A / B / Nguzu,Afikpo South,Ebonyi,10736.4,23763.3,3134.4,5820.6,2139.2
EBSHKW36,Umuoru Amoka / Umuagara / Amechi,Ohaukwu,Ebonyi,8390.1,19386.8,2914.7,7672.5,1226.4
61507,Katami South,Silame,Sokoto,9595.7,9557.1,1949.4,10450.9,2005.1
IMSAWD03,Assah Ubiri Elem,Orsu,Imo,5391.9,5443.1,644.5,10351.0,617.1
DTSSKL09,Oria / Abraka  3,Ethiope East,Delta,33383.7,34458.7,4376.8,35815.2,4372.2
OSSORU02,Bolorunduro / Olufon Orolu D,Orolu,Osun,981.6,768.1,92.2,466.4,127.5
OSSOLA08,Orisunmbare / Balogun,Olorunda,Osun,4742.7,6146.6,732.8,2312.5,715.9
EKSIKE05,Ikunri / Ikole East,Ikole,Ekiti,2417.2,1506.3,268.5,1811.7,430.1
EKSIKE07,Isaba / Ikole West 2,Ikole,Ekiti,2637.6,1304.6,161.5,4639.7,335.3
EKSEKW11,Okemi / Ogotun 2,Ekiti South-West,Ekiti,5899.3,9122.6,1055.2,5039.9,1054.3
KWSKSB01,Bode Babane,Baruten,Kwara,15356.8,13721.7,2816.8,21645.0,3090.4
EKSEKW02,Adin / Ilawe 5,Ekiti South-West,Ekiti,1060.2,632.2,73.1,187.1,181.5
EKSEKW04,Iro / Okeloye / Okepa / Ilawe 7,Ekiti South-West,Ekiti,504.4,407.9,47.1,194.3,94.0
EKSEKW01,Aaye / Ilawe 1,Ekiti South-West,Ekiti,892.3,183.6,21.2,373.7,101.7
CRSUDU10,Urban 2 / ObudunUrnan 2,Obudu,Cross River,29747.9,33045.9,4207.6,20653.8,3895.6
EKSEFO05,Idagba / Apare / Efon 7,Efon,Ekiti,369.8,0.0,0.0,132.8,43.2
EKSEFO07,Iloro / Efon 9,Efon,Ekiti,4822.7,5055.6,607.2,3379.7,744.1
EKSEFO04,Erekesan / Efon 1,Efon,Ekiti,592.9,329.4,39.4,457.2,79.5
EKSEME02,Eporo / Ogbontioro 2,Emure,Ekiti,32027.6,46581.9,4466.3,25836.3,4990.1
EKSEME01,Ariyasi / Ogbontitu / Oke Emure 1,Emure,Ekiti,1221.7,3576.0,342.9,856.3,123.9
CRSTGD01,Imabana 2 / 2,Abi,Cross River,8014.7,5450.6,683.7,4220.6,1264.1
EKSEME10,Owode / Ose / Odo Emure 4,Emure,Ekiti,2937.5,10351.5,992.5,2078.5,339.0
IMSETU16,Udo Na Obokwu / Udo-Na-Obizi,Ezinihitte,Imo,12870.4,16120.1,1870.1,10445.5,1630.6
BNSGBK01,Gboko Central / Gbk / Central Market,Gboko,Benue,5863.4,6227.3,990.1,8754.5,986.2
BYSNEM07,Obioku / Bassambiri 4,Nembe,Bayelsa,2521.1,9649.4,1217.2,2401.6,1055.8
ANSNSH02,Omagba 1 / Inland Town 7,Onitsha North,Anambra,6490.9,3948.0,441.9,9640.2,702.9
BNSALD04,Ikwe / Mbaiase,Gwer East,Benue,4857.4,2080.7,383.8,5587.8,876.9
ANSUMZ03,E-Umunya Onwe,Orumba South,Anambra,7448.6,1147.0,132.0,4721.6,834.6
ANSZBL12,Uruokwe / Ozubulu  2,Ekwusigo,Anambra,6981.6,8533.3,1091.5,7506.0,874.7
BNSBGT11,Itabono 1,Ogbadibo,Benue,8822.8,7760.2,1466.2,12066.3,1623.1
BNSBGT10,Ehaje 2,Ogbadibo,Benue,8838.0,9377.3,1771.7,13763.4,1625.9
BNSNAK09,Nyamshi / Mbanyamshi,Gwer West,Benue,3249.1,4322.3,877.5,2570.4,646.5
OGSINE02,Igbeba / Erunwon,Ijebu North East,Ogun,3717.5,5442.8,679.1,2531.1,473.7
EKSADO04,Igirigiri / Ado 'B' Inisa,Ado-Ekiti,Ekiti,778.8,238.8,23.8,591.9,75.3
EKSEWT11,Okemesi C,Ekiti West,Ekiti,4630.5,1013.5,121.0,1621.2,576.3
EKSEWT10,Okemesi B / Okemesi 2,Ekiti West,Ekiti,972.3,250.2,30.0,166.9,131.9
DTSSKL05,Isiokolo / Agbon  8,Ethiope East,Delta,7959.8,9494.2,1198.4,6551.7,1024.9
11209,Pama Waitam,Hawul,Borno,8063.1,5809.2,1163.2,9803.5,1587.4
11411,Ngamdu,Kaga,Borno,24067.2,15769.8,2876.0,42245.6,4330.9
EBSBZR05,Ene- Na - Ezeraku,Ohaozara,Ebonyi,3839.8,2867.9,367.8,1424.8,480.6
EBSBZR03,Amata / Akpoha / Obiozara,Ohaozara,Ebonyi,30599.8,33066.7,4116.0,12561.3,3831.4
NASNSW12,Odeni Magaji / Udenin,Nasarawa,Nasarawa,4340.0,5136.0,979.0,12699.1,810.7
NISSUL05,Iku 1 / Iku South 1,Suleja,Niger,28862.8,55557.4,10381.4,19369.9,9895.6
ODSOET08,O-Sogo / Orisunmibare,Ondo East,Ondo,4092.3,2622.8,342.3,2983.3,581.6
ODSOET06,Kolawole / Obada,Ondo East,Ondo,429.2,185.7,27.9,470.6,64.8
OGSIUE06,Itantebo / Itaogbin,Ijebu Ode,Ogun,13900.4,21521.0,2930.9,20904.9,1839.3
OGSSAU02,Agura / Sabo 2,Shagamu,Ogun,32615.6,29534.7,4273.9,101691.5,4583.6
OGSSAU09,Itunsoku,Shagamu,Ogun,18663.2,20320.7,2940.6,54456.0,2622.8
OGSSAU15,Soyindo / Oko / Epe / Itula 1,Shagamu,Ogun,16193.0,16598.4,2396.9,47964.2,2275.6
DTSAGB11,Udomi-Azuowa / Abavo 2,Ika South,Delta,11671.3,11723.4,1435.5,16349.5,1385.7
DTSAGB04,Alihagwu / Ihiuiyase 1,Ika South,Delta,23029.5,21872.4,2681.1,34728.7,2739.3
DTSAGB09,Oyoko / Abavo 1,Ika South,Delta,28745.5,31746.8,3884.7,47465.2,3420.8
DTSAGB03,Agbor-Obi 1 / Agbor Town 2,Ika South,Delta,31903.9,32104.9,3935.4,57113.1,3791.9
DTSAGB06,Boji-Boji 2 /  Agbor 8,Ika South,Delta,17964.9,15370.9,1884.1,38380.7,2165.4
AKSKTE08,Abiakpo / Ikot Ekpene 3,Ikot Ekpene,Akwa Ibom,10769.1,5351.4,645.0,8674.0,1252.8
DTSAGB05,Boji-Boji 1 /  Agbor 7,Ika South,Delta,6336.8,6016.9,737.9,10937.8,762.6
DTSALA08,Otor Udu / Udu 1,Udu,Delta,16925.5,16810.5,2232.1,28159.1,2238.4
DTSALA02,Egini / Ovwian 2,Udu,Delta,14882.0,16475.1,2190.4,27467.0,1917.7
DTSGRA11,Ogharefe 5 / Oghara 5,Ethiope West,Delta,13347.0,16072.6,2122.5,23619.1,1726.1
