ward_code,ward,lga,state,worldpop_total,meta_total,meta_u5,grid3_v3_total,worldpop_u5
LASIKA07,Ogba / Oluwole,Ikeja,Lagos,31197.0,51538.6,5219.2,37008.7,4265.9
LASLMD10,Harvey,Lagos Mainland,Lagos,14700.7,62804.2,7040.3,27678.1,5027.6
LASBDY13,Ilogbo,Badagry,Lagos,31496.4,43867.9,6591.3,125240.7,4611.4
LASAON01,Abule Osun Onireke,Amuwo Odofin,Lagos,37328.8,41984.3,4477.4,62900.2,4109.2
LASIKU04,Agura / Gberigbe,Ikorodu,Lagos,75180.7,83053.2,12371.4,202632.4,10921.3
LASSMU02,Akoka / Anu-Oluwapo,Shomolu,Lagos,9024.0,28461.5,3178.0,16097.6,3441.3
LASEPE06,Bado / Ebole / Etita / Iberikodo,Epe,Lagos,1742.7,1424.0,181.0,3195.7,221.0
LASLID18,Oko-Awo / Agarawu,Lagos Island,Lagos,640.0,1175.3,126.6,896.0,123.9
LASLID04,Araromi Odo,Lagos Island,Lagos,2663.0,2576.9,276.5,3438.0,354.1
LASLID19,Olosun / Ojo Oto,Lagos Island,Lagos,1536.0,2802.7,301.9,1546.7,387.7
LASLID13,Odam,Lagos Island,Lagos,3289.2,5446.9,609.4,3263.8,701.9
LASLID16,Okepopo East,Lagos Island,Lagos,1984.0,3409.7,367.3,2903.3,427.4
LASLID05,Balogun,Lagos Island,Lagos,704.0,1330.3,143.3,679.6,163.1
LASLID10,Ilupesi / Ebute Awo,Lagos Island,Lagos,1787.4,2906.0,313.0,2316.6,363.2
LASATO11,Ojora Amukoko,Ajeromi/Ifelodun,Lagos,4058.6,23531.8,2945.3,6011.0,3159.4
LASATO04,Alakoto / Ibafon,Ajeromi/Ifelodun,Lagos,4851.5,8738.3,1017.9,7466.3,1165.1
LASAPA10,Oduduwa,Apapa,Lagos,11084.1,18975.4,2210.3,12727.0,2025.3
LASLID20,Oluwole,Lagos Island,Lagos,3072.0,4494.6,484.1,2097.7,710.1
LASLID03,Anikantamo,Lagos Island,Lagos,512.0,981.6,105.7,896.0,98.5
LASLID08,Idumoyingbo,Lagos Island,Lagos,1088.0,2066.5,222.6,1803.2,335.2
LASLID01,Ajele,Lagos Island,Lagos,3483.9,6314.7,689.7,2723.0,807.5
LASATO03,Alaba,Ajeromi/Ifelodun,Lagos,4864.0,64630.7,8218.5,8045.3,9481.4
LASSUE17,Odo-Olowu,Surulere,Lagos,3072.0,9948.8,1102.0,4630.5,1205.5
LASATO06,Apasa Amukoko,Ajeromi/Ifelodun,Lagos,3904.0,50807.9,6460.7,6441.3,7516.1
LASATO15,Temidire,Ajeromi/Ifelodun,Lagos,4797.5,8791.9,1024.1,6640.8,1156.7
LASATO01,Aiyetoro,Ajeromi/Ifelodun,Lagos,5376.0,13756.0,1651.9,9089.5,2145.8
LASATO07,Awodi-Ora,Ajeromi/Ifelodun,Lagos,8640.0,90136.4,11434.4,11829.8,13057.0
LASATO10,Layeni-Okoya,Ajeromi/Ifelodun,Lagos,3648.0,38560.1,4891.2,5862.4,6360.7
LASATO09,Ibafon,Ajeromi/Ifelodun,Lagos,7592.1,15185.6,1782.8,12565.1,1937.8
LASATO16,Tolu,Ajeromi/Ifelodun,Lagos,4032.0,6998.7,815.2,6611.0,850.0
LASATO08,Bale Alayabiagba,Ajeromi/Ifelodun,Lagos,3558.8,6463.4,752.9,5128.0,746.6
LASATO13,Oluwa / Akere,Ajeromi/Ifelodun,Lagos,11952.1,52727.1,6534.4,17053.5,6832.9
LASATO12,Oke Oja,Ajeromi/Ifelodun,Lagos,3008.0,5205.5,606.4,4524.9,806.8
LASAPA03,Alafia,Apapa,Lagos,4044.7,7025.5,818.3,5963.2,960.0
LASEOA14,Kuramo School / Lekki,Eti Osa,Lagos,4924.8,3518.6,373.6,7365.6,532.2
LASAPA09,Marine Beach,Apapa,Lagos,11377.5,19509.4,2252.7,9560.0,2342.9
LASEOA13,Ilasan / Orile,Eti Osa,Lagos,23261.6,21630.6,2296.4,54162.0,2419.9
LASAPA07,Gaskiya,Apapa,Lagos,2048.0,3225.0,375.7,3137.8,501.3
LASAPA11,Owoseni,Apapa,Lagos,2659.2,4456.1,519.1,4201.0,549.3
LASEOA07,Falomo / Oyinkan Abayomi,Eti Osa,Lagos,16136.1,11539.1,1225.1,23303.8,1808.1
LASEOA09,Ijeh / Dolphin Estate,Eti Osa,Lagos,11154.7,14039.1,1507.6,14809.6,1819.8
LASEOA16,Obalende,Eti Osa,Lagos,7531.3,5334.3,566.5,11595.1,850.0
LASEOA08,Igbo-Efon / Maiyegun,Eti Osa,Lagos,23715.8,27751.6,2946.3,67929.1,2460.2
LASIOE01,Abule Egba / Ilupeju,Ifako/Ijaye,Lagos,23774.1,102067.6,13221.2,38967.6,13107.5
LASIOE09,Ijaiye Oke-Ira,Ifako/Ijaye,Lagos,7493.8,12896.4,1306.0,14244.1,1292.1
LASIOE08,Ijaiye Ojokoro,Ifako/Ijaye,Lagos,26980.8,64169.3,8847.0,44270.5,10662.7
LASIOE12,Iju Obawole,Ifako/Ijaye,Lagos,17384.4,42129.0,5489.8,29251.9,5608.0
LASIOE02,Agbado Dalemo,Ifako/Ijaye,Lagos,22659.9,81064.6,10618.4,33345.8,9886.8
LASIOE05,Ifako Pele,Ifako/Ijaye,Lagos,12821.0,27021.6,3278.4,19780.7,3318.7
LASIOE07,Ijaiye Gbirinmi,Ifako/Ijaye,Lagos,21180.1,72501.4,9564.1,36323.6,10039.1
LASAGG11,Papa Uku /  Olusanya,Agege,Lagos,1728.0,7738.9,968.2,2912.0,1227.0
LASIOE13,Iju Ogundimu,Ifako/Ijaye,Lagos,23542.2,54637.3,7183.7,34386.9,6832.6
LASIOE03,Alagbado / Kollinton,Ifako/Ijaye,Lagos,12544.0,32560.2,4410.4,21262.5,5196.7
LASAON07,Ifelodun,Amuwo Odofin,Lagos,16794.0,15128.6,1613.4,25372.0,2071.5
LASAON04,Eko Akete,Amuwo Odofin,Lagos,55115.1,367232.8,45764.9,65445.9,39471.0
LASAON14,Orire,Amuwo Odofin,Lagos,12728.3,14519.7,1548.4,25183.1,1318.2
LASSUE03,Airways,Surulere,Lagos,5300.2,17806.9,1972.4,8841.1,2051.2
LASKSE08,Bamgbe / Elebiju,Kosofe,Lagos,10686.9,33834.6,4128.9,15954.2,5090.4
LASAGG03,Dopemu,Agege,Lagos,6635.1,10566.6,1070.1,10134.0,1336.2
LASAGG10,Papa Ashafa,Agege,Lagos,9472.0,24832.9,2855.0,15910.8,3829.0
LASAGG06,Keke,Agege,Lagos,8114.2,17377.5,1923.0,12213.7,2230.3
LASAGG01,Atobaje,Agege,Lagos,1216.0,6928.4,884.0,2102.8,1095.9
LASAGG04,Isale Odo / Ayige,Agege,Lagos,9659.3,51891.4,6623.7,13917.7,6698.4
LASAGG13,Sango,Agege,Lagos,7418.3,15163.4,1645.4,9986.6,1884.2
LASOJO07,Ilogbo- Elegba,Ojo,Lagos,78859.9,142996.4,20952.5,117054.4,20637.8
LASOJO14,Sabo-Oniba,Ojo,Lagos,34972.2,64059.6,9386.3,47309.0,14558.0
LASIKA02,Akiode,Ikeja,Lagos,14406.2,22591.2,2292.1,21540.7,2030.1
LASLMD17,Oyingbo,Lagos Mainland,Lagos,3136.0,8657.9,960.9,4293.5,1267.1
LASOJO05,Igbo-Elerin,Ojo,Lagos,76001.5,131613.0,19284.6,104499.4,17982.1
LASOJO08,Ira,Ojo,Lagos,56242.8,57555.9,6694.8,73843.1,7466.0
LASOJO10,Kemberi,Ojo,Lagos,17679.0,33178.0,4861.4,25528.8,5715.8
LASKSE09,Erukan / Orishigun,Kosofe,Lagos,7232.0,22384.7,2731.6,11152.4,3505.4
LASSUE18,Ogunsami / Karounwi,Surulere,Lagos,4416.0,15259.6,1690.3,8010.2,1693.4
LASIKA09,Oke-Ira Central,Ikeja,Lagos,4519.0,7471.9,756.7,7615.1,719.3
LASIKA01,Aguda,Ikeja,Lagos,5802.1,9378.1,949.7,9884.6,960.7
LASIKA18,Wasimi,Ikeja,Lagos,9061.9,27398.1,3289.3,11343.4,3211.6
LASIKU29,Sholafun / Agbele,Ikorodu,Lagos,67058.0,65120.3,9700.1,169074.1,9741.4
LASKSE17,Olubori / Mosafejo,Kosofe,Lagos,10651.6,39849.7,4544.2,17657.0,5262.4
LASSUE05,Aralile,Surulere,Lagos,5737.6,16777.9,1880.8,6770.7,1986.3
LASIKU01,Abosan,Ikorodu,Lagos,93035.7,102884.1,15325.3,238361.8,13577.7
LASIKU20,Itunpate / Itumaja,Ikorodu,Lagos,19983.4,16460.6,2451.9,45085.0,2902.9
LASIKU27,Olorunda,Ikorodu,Lagos,4951.5,6956.9,1036.3,17605.1,719.3
LASKSE18,Orile Oworo,Kosofe,Lagos,7895.7,14723.7,1585.9,14127.0,2051.9
LASKSE03,Agidi / Orishigun,Kosofe,Lagos,15612.2,47345.0,5777.6,22103.1,6212.0
LASKSE10,Idera,Kosofe,Lagos,14655.2,37838.5,4617.5,14028.8,3730.6
LASKSE13,Mende,Kosofe,Lagos,14327.7,57568.6,6704.0,20530.4,6172.2
LASKSE07,Arowosegbe / Alapere,Kosofe,Lagos,14016.0,43809.3,5346.1,20953.3,6810.5
LASKSE16,Ojota,Kosofe,Lagos,9252.6,27910.6,3406.0,13751.2,4176.8
LASLMD03,Adekunle / Aiyetoro,Lagos Mainland,Lagos,2670.6,7090.7,786.3,4031.8,845.0
LASLMD09,Freeman / Glover,Lagos Mainland,Lagos,3328.0,9187.0,1021.2,5433.6,1176.5
LASLMD04,Aderupoko / Ijebu Qters,Lagos Mainland,Lagos,5120.0,9202.8,993.5,8944.4,1222.7
LASOIO06,Alagbeji,Oshodi/Isolo,Lagos,8896.0,69568.5,7964.5,10015.6,7132.5
LASLMD16,Otto,Lagos Mainland,Lagos,6263.4,17115.3,1899.8,7748.1,2514.0
LASOIO15,Mafoluku,Oshodi/Isolo,Lagos,8448.0,63776.4,7320.9,13490.2,8939.8
LASOIO11,Igbehinadun,Oshodi/Isolo,Lagos,6272.0,45141.4,5169.3,9609.8,7696.1
LASOIO03,Ailegun,Oshodi/Isolo,Lagos,22727.1,95311.0,11674.8,36617.4,10316.3
LASOIO08,Ewutuntun,Oshodi/Isolo,Lagos,7040.0,50077.2,5775.2,11684.7,7613.8
LASOIO16,Ogunnoloko,Oshodi/Isolo,Lagos,6656.0,51977.6,5952.1,10264.6,6440.9
LASSUE22,Savage,Surulere,Lagos,4895.9,12512.7,1407.1,7360.5,1694.9
LASSUE09,Coker,Surulere,Lagos,12480.0,164428.9,20888.1,12622.6,19930.1
LASOIO02,Aigbaka,Oshodi/Isolo,Lagos,21568.0,93181.9,11438.6,37063.4,14323.2
LASOIO20,Shogunle,Oshodi/Isolo,Lagos,12413.0,47423.3,5817.9,12854.8,5836.9
LASOIO19,Oluyeye,Oshodi/Isolo,Lagos,6144.0,41356.9,4804.8,10496.6,6164.9
LASOIO13,Ilasamaja,Oshodi/Isolo,Lagos,15518.4,51109.2,5662.9,19350.1,5327.7
LASOIO01,Afariogun,Oshodi/Isolo,Lagos,5248.0,42542.5,4871.7,9099.7,5846.1
LASOIO07,Apena,Oshodi/Isolo,Lagos,32531.0,62032.3,6760.6,60874.7,5195.2
LASOIO09,Fadu,Oshodi/Isolo,Lagos,8896.0,38417.1,4715.9,13611.3,5054.8
LASSUE02,Agunbiade,Surulere,Lagos,4352.0,14490.6,1605.1,7232.0,1758.0
LASSUE23,Shitta Bank Olemoh,Surulere,Lagos,3520.0,11606.9,1285.7,5987.2,1348.6
LASSUE14,Mosafejo Ojuelegba,Surulere,Lagos,5216.7,19348.2,2168.9,8882.9,2103.2
LASSUE12,Irone,Surulere,Lagos,6784.0,22585.8,2503.3,10807.4,2566.2
LASSUE11,Iponri  /  Eric Moore,Surulere,Lagos,17633.3,54126.2,6073.4,18716.3,6114.7
LASSUE10,Gbaja Obele-Odan,Surulere,Lagos,4416.0,14230.5,1585.5,7585.6,1718.8
LASSUE01,Adeniran Ogunsanya,Surulere,Lagos,13160.6,41218.4,4584.6,20391.4,5315.3
LASSUE15,Nuru Oniwo,Surulere,Lagos,7232.0,24343.3,2696.4,12390.3,2786.1
LASSUE07,Bale,Surulere,Lagos,3220.7,13734.6,1626.4,5256.0,1673.3
LASSUE06,Babatunde Ayilara,Surulere,Lagos,8128.0,26694.6,2957.4,13519.7,3747.6
LASSUE08,Baruwa,Surulere,Lagos,4032.0,13168.9,1458.7,6608.2,1694.9
LASSUE19,Osho,Surulere,Lagos,4224.0,13085.7,1454.9,6852.8,1739.7
LASSUE13,Jinadu Aiyetoro,Surulere,Lagos,9920.0,32273.5,3574.9,15761.9,3735.7
LASSMU10,Ilaje,Shomolu,Lagos,6848.0,15336.6,1683.5,12430.3,2162.8
LASSMU15,Pedro / Gbagada,Shomolu,Lagos,12087.4,53264.1,6134.6,18167.6,6495.4
LASSMU01,Aiyetoro / Mafowoku,Shomolu,Lagos,3648.0,17203.7,1981.4,6720.0,2186.8
LASSMU13,Orile Somolu / Alade,Shomolu,Lagos,2176.0,9509.9,1091.0,3694.5,1207.3
OGSIUE03,Imupa / Iyanro / Ijade / Imepe 1,Ijebu Ode,Ogun,7187.1,10215.6,1370.6,15152.0,931.5
LASSMU16,Seriki-Okuta,Shomolu,Lagos,4480.0,15151.8,1724.6,7410.7,2198.3
LASSMU03,Apelehin,Shomolu,Lagos,10176.0,44358.6,5108.9,15331.6,5725.7
LASSMU09,Ijebu Tedo,Shomolu,Lagos,3648.0,15753.2,1814.3,5942.2,2188.9
LASSMU07,Igbari,Shomolu,Lagos,2560.0,8519.9,955.1,4096.7,1029.2
OGSABS13,Kemta,Abeokuta South,Ogun,13302.1,19124.2,2706.1,24488.0,1821.6
LASSMU11,Okesuna / Alase,Shomolu,Lagos,2176.0,9193.2,1047.8,4115.4,1056.7
LASSMU14,Owode  / Orile Bariga,Shomolu,Lagos,4480.0,19158.9,2199.1,6264.7,2290.4
LASIOE06,Ifako / Coker,Ifako/Ijaye,Lagos,6315.1,26048.2,3260.2,9856.5,3419.6
LASMUN13,Odo Eran / Ogunlana,Mushin,Lagos,5820.0,19393.0,2148.1,9078.1,2082.8
LASMUN19,Papa Ajao,Mushin,Lagos,22720.0,169527.9,19410.9,24515.5,17911.5
LASAMO32,Oki,Alimosho,Lagos,7098.8,18107.8,2479.6,10649.4,3239.1
LASMUN07,Igbehin,Mushin,Lagos,4224.0,14250.3,1578.5,6845.7,1763.3
LASMUN01,Alafia / Adeoyo,Mushin,Lagos,9262.7,31557.7,3498.1,14052.0,3629.4
LASAMO23,Igando,Alimosho,Lagos,39746.4,80185.1,11453.5,63734.2,11705.5
LASAMO21,Gowon Estate,Alimosho,Lagos,13754.9,27867.7,3949.3,23012.7,4584.6
LASMUN18,Owodunni,Mushin,Lagos,1792.0,7692.9,885.3,2977.3,1109.0
LASAMO27,Isheri Oshun,Alimosho,Lagos,54261.9,83210.6,9864.3,118509.0,8250.2
OGSABS02,Ake 2,Abeokuta South,Ogun,23727.5,34925.6,4947.0,39834.3,3262.6
LASAMO25,Ikotun,Alimosho,Lagos,41183.8,83557.7,11935.2,65373.0,12705.6
LASMUN09,Ilupeju Industrial,Mushin,Lagos,13504.0,81525.4,9358.5,18881.5,8197.0
LASAMO18,Egbe-Agodo,Alimosho,Lagos,26836.5,94132.4,11922.9,41269.5,10251.6
LASAMO30,Oguntade / Bameke,Alimosho,Lagos,23094.0,84407.5,10236.6,32895.3,11513.9
OGSSAU03,Ajara,Shagamu,Ogun,17805.4,11982.7,1734.0,51869.1,2502.2
LASAMO04,Aboru,Alimosho,Lagos,29364.9,61750.9,8766.6,47834.6,11462.2
LASMUN17,Onitire,Mushin,Lagos,8448.0,28236.3,3127.7,13531.1,3343.9
LASAMO08,Akesan-Obadore,Alimosho,Lagos,42505.3,83189.2,11866.8,66355.3,10518.0
LASAMO36,Unity Estate,Alimosho,Lagos,12544.0,54289.5,6682.0,21572.2,7535.4
LASAMO14,Ayobo,Alimosho,Lagos,13918.0,26505.5,3786.0,20663.8,3303.4
LASAMO06,Agbelekale,Alimosho,Lagos,60509.0,123515.7,17614.3,97232.4,20806.9
LASMUN15,Ojuwoye,Mushin,Lagos,2688.0,16633.5,1899.4,4503.6,2285.1
LASAMO34,Omituntun-Olori,Alimosho,Lagos,5894.7,9437.0,955.7,9891.5,1224.5
LASAMO16,Baruwa,Alimosho,Lagos,30237.1,61598.5,8798.6,48559.1,8760.3
LASMUN11,Moshalashi / Agoro,Mushin,Lagos,4096.0,13337.2,1477.3,7286.7,1854.3
LASAMO12,Alaguntan,Alimosho,Lagos,7687.8,12830.9,1345.1,13527.3,1716.3
LASAMO28,Isheri-Olofin,Alimosho,Lagos,57755.6,130663.5,18132.8,92263.7,19939.3
LASAMO10,Alabata,Alimosho,Lagos,5324.0,9084.2,957.6,8849.5,1139.1
LASMUN06,Idi-Oro / Odi Olowo,Mushin,Lagos,2048.0,7207.3,801.9,3626.3,943.0
LASAMO22,Idimu,Alimosho,Lagos,16569.8,58078.3,7337.4,26019.0,7738.4
LASAMO20,Egbe-Liasu,Alimosho,Lagos,19714.0,67068.8,8533.8,30384.4,9257.9
LASAMO26,Ipaja,Alimosho,Lagos,18816.3,37381.1,5339.4,28973.3,5891.7
LASAMO01,Abaranje / Okerube,Alimosho,Lagos,68441.1,130194.2,18159.5,119153.2,20112.1
OGSSAU06,Gra Sabo,Shagamu,Ogun,27094.3,20328.6,2941.7,79186.5,3807.6
LASAMO31,Oke-Odo,Alimosho,Lagos,33399.0,121999.1,16137.0,54305.8,16756.0
LASAMO07,Ajasa / Amikanle,Alimosho,Lagos,64375.6,130209.8,18598.9,103248.7,17354.9
LASMUN16,Olateju,Mushin,Lagos,1088.0,4352.5,495.6,2045.3,535.4
LASAMO33,Okunola,Alimosho,Lagos,14134.3,29345.6,4140.3,24529.9,5999.4
LASAMO17,Egan,Alimosho,Lagos,43024.6,88312.0,12614.3,72356.2,12365.0
OYSISE11,Oranyan,Ibadan South East,Oyo,1216.0,1781.8,225.9,1979.8,325.8
LASAMO19,Egbeda,Alimosho,Lagos,12929.9,27534.8,3050.0,22735.5,3290.6
LASAMO09,Akowonjo / Ilupeju,Alimosho,Lagos,5259.7,8742.7,885.4,9033.0,1028.9
LASMUN14,Oduselu / Ola,Mushin,Lagos,5312.0,17278.2,1913.9,8232.9,2027.0
LASAMO35,Santos / Ilupeju,Alimosho,Lagos,8988.4,15465.0,1604.6,14440.0,2049.4
LASMUN12,Mushin / Atewolara,Mushin,Lagos,12288.0,79507.9,9056.8,17965.1,8404.1
OGSOGU10,Moraika,Odogbolu,Ogun,34671.1,33561.2,4353.6,57264.1,4613.0
OGSIUE09,Odo-Egbo / Oliworo,Ijebu Ode,Ogun,33214.8,17794.3,2416.9,56842.6,4803.4
OGSABS03,Ake 3,Abeokuta South,Ogun,13922.7,14136.6,2002.4,21211.4,2012.2
OGSABS01,Ake 1,Abeokuta South,Ogun,12465.2,11113.3,1574.1,20029.2,2122.2
OGSABS05,Ibara 1,Abeokuta South,Ogun,15537.4,14343.0,2025.3,26555.9,2315.2
OGSIUE08,Odo Esa,Ijebu Ode,Ogun,28605.3,38423.2,5194.5,48670.7,3957.0
ADSYLN02,Alkalawa,Yola North,Adamawa,5206.6,5630.1,891.3,9247.7,1095.0
OGSIUE02,Ijasi / Idepo,Ijebu Ode,Ogun,43518.9,29163.6,3916.3,81157.3,5940.3
AKSDYY09,Urban 2,Uyo,Akwa Ibom,10853.0,8728.1,959.7,18308.5,1242.4
ADSGAN03,Ganye 1,Ganye,Adamawa,20374.0,24070.8,4393.8,24481.9,4478.4
ADSMUB09,Sabon Layi,Mubi North,Adamawa,6909.2,5541.8,947.3,13732.6,1453.4
ADSYLN01,Ajiya,Yola North,Adamawa,7800.5,10870.5,1636.2,8780.9,1741.3
AKSDYY10,Offot 1,Uyo,Akwa Ibom,59490.5,85139.8,9361.3,94592.1,6457.4
ADSYLN03,Doubeli,Yola North,Adamawa,1759.0,1251.5,227.2,4701.0,311.9
ADSYLN09,Nassarawo,Yola North,Adamawa,13810.3,10008.7,1816.6,31759.0,2448.4
ADSYLA10,Toungo,Yola South,Adamawa,12243.1,17544.9,2881.7,16219.4,3376.5
ADSYLN05,Jambutu,Yola North,Adamawa,19129.5,15282.6,2773.9,46179.9,3391.5
ADSMUB04,Kolere,Mubi North,Adamawa,4260.4,3893.4,660.5,7210.8,999.9
ANSNSH07,Ogbe Umuonicha,Onitsha North,Anambra,4037.8,2030.2,231.2,6515.5,480.6
ADSYLN11,Yelwa,Yola North,Adamawa,1691.7,1235.2,224.2,4651.4,299.9
ADSYLN08,Luggere,Yola North,Adamawa,7195.4,7114.6,1217.2,14303.2,1363.9
ADSYLA07,Mbamoi,Yola South,Adamawa,5713.1,7749.2,1302.3,7984.6,1714.5
ADSYLA02,Bako,Yola South,Adamawa,8777.5,11043.3,1859.3,9752.3,2268.8
ADSYLN10,Rumde,Yola North,Adamawa,1548.8,1048.9,190.4,4146.2,274.6
OGSABS08,Ijaiye,Abeokuta South,Ogun,11598.7,18359.9,2594.8,31659.8,1583.4
OGSABS15,Oke Ijeun,Abeokuta South,Ogun,8760.0,8525.8,1202.7,19168.5,1218.8
OGSSAU07,Ijagba,Shagamu,Ogun,141283.7,140383.0,20421.7,467044.3,20005.6
61605,Magajin Gari A,Sokoto North,Sokoto,8902.5,17659.0,3355.9,14032.8,3390.6
61602,Sarkin Adar Gidan Igwai,Sokoto North,Sokoto,16793.8,14232.5,2661.2,30602.4,3086.3
61706,Sarkin Addar A,Sokoto South,Sokoto,4440.0,3540.3,662.1,9023.2,816.0
61704,Rijia A,Sokoto South,Sokoto,4193.2,8417.1,1599.3,6052.1,1671.6
61604,Sarkin Musulmi B,Sokoto North,Sokoto,2109.2,4550.2,864.7,3376.5,898.2
61708,Sarkin Zamfara A,Sokoto South,Sokoto,1441.8,1604.7,302.6,3175.3,363.6
61707,Sarkin Addar B,Sokoto South,Sokoto,3754.1,2823.5,529.0,8649.1,712.6
OGSABN03,Iberekodo 3,Abeokuta North,Ogun,7437.4,6658.9,943.2,12320.5,1315.0
61608,Magajin Rafi B,Sokoto North,Sokoto,4212.8,8562.3,1627.1,6366.4,1927.1
AKSTTU10,West Itam 2,Itu,Akwa Ibom,37838.2,53072.0,6203.6,53844.0,4391.5
61703,Gagi C,Sokoto South,Sokoto,37488.6,93770.1,17086.4,35146.7,17428.6
61711,Tudun Wada B,Sokoto South,Sokoto,20507.6,41017.4,7646.8,21365.2,7331.8
61603,Sarkin Musulmi A,Sokoto North,Sokoto,2112.0,4550.2,864.7,3572.3,1016.6
61610,Waziri B,Sokoto North,Sokoto,4160.0,8674.2,1648.5,6019.4,2128.5
KN2102,Dan Agundi,Kano Municipal,Kano,3008.0,5980.5,1051.2,5004.6,1509.0
OGSABS09,Ijemo,Abeokuta South,Ogun,23464.2,23831.7,3375.6,39036.5,3499.6
KN1903,Gwarzo,Gwarzo,Kano,9464.4,16231.9,3386.8,15489.1,3625.3
41402,Anguwar Ibrahim,Funtua,Katsina,12504.3,14860.2,2983.5,21792.3,3245.8
KN0705,Gobirawa,Dala,Kano,31946.2,66776.2,12541.0,55777.7,13156.1
KN3105,Gwagwarwa,Nassarawa,Kano,4098.1,3983.7,810.6,6629.5,949.9
KN2106,Shahuchi,Kano Municipal,Kano,3648.0,25856.2,4771.5,6197.2,4221.7
KN1802,Diso,Gwale,Kano,1344.0,3725.4,664.5,2240.0,951.6
KN3807,Tarauni,Tarauni,Kano,25650.9,37835.6,6158.8,27074.0,6630.1
LASKSE21,Shangisha / Magodo,Kosofe,Lagos,46357.3,120315.5,14401.6,60549.9,13027.7
41401,Anguwan Musa,Funtua,Katsina,9382.0,11653.1,2339.6,16497.5,2567.4
KN1210,Yammata,Fagge,Kano,12227.2,11375.9,2314.7,21634.0,2958.8
OYSINE08,Odo Osun,Ibadan North East,Oyo,1472.0,2406.1,305.1,2688.0,384.3
OYSIBN08,Old Bodija,Ibadan North,Oyo,31599.9,76492.7,9627.2,26916.3,7814.8
OYSINW11,Oritamerin,Ibadan North West,Oyo,1792.0,3098.4,392.9,3360.0,446.9
OYSINW01,Abebi,Ibadan North West,Oyo,2752.0,4358.1,552.6,4996.5,638.9
LASKSE11,Ikosi-Oke,Kosofe,Lagos,9211.8,27465.7,3351.7,11457.3,3451.2
OYSINW07,Eleyele,Ibadan North West,Oyo,20981.8,27158.9,3443.6,19240.4,3289.5
OYSISE02,Asanike,Ibadan South East,Oyo,7680.0,29649.6,3940.3,11844.8,4527.6
OYSIBN11,Sango,Ibadan North,Oyo,24657.9,46060.5,5819.4,32041.4,6570.9
OYSISE03,Beere / Mapo,Ibadan South East,Oyo,2871.6,5012.6,632.4,5548.8,741.0
OYSINE07,Odeaje,Ibadan North East,Oyo,22004.3,60237.4,8645.7,30887.8,9392.1
LASBDY11,Ibereko,Badagry,Lagos,17209.1,18602.9,2795.2,63095.0,2519.6
OYSINE12,Oranyan,Ibadan North East,Oyo,2432.0,3915.5,496.5,4084.3,645.8
OYSISE05,Ita-Ege,Ibadan South East,Oyo,2482.0,7046.4,924.5,4318.2,1125.0
OYSIBN06,Oke Are,Ibadan North,Oyo,1856.0,2973.5,377.0,3190.7,472.0
OYSINW06,Ekotedo,Ibadan North West,Oyo,6189.0,9578.8,1214.5,8593.2,1307.8
LASIOE11,Iju Ishaga,Ifako/Ijaye,Lagos,11935.3,32315.8,4358.1,20977.5,4907.8
LASIOE14,Tabon Tabon / Egbir,Ifako/Ijaye,Lagos,13696.0,34817.8,4695.5,23442.8,5138.6
OSSOIE11,Ipetu Ijesa 2,Oriade,Osun,2055.7,1897.7,226.9,2489.8,248.6
OYSISW05,Foko / Ologede,Ibadan South West,Oyo,6336.0,11863.7,1443.7,11498.2,1867.8
OYSINW08,Idikan / Olorisaoko,Ibadan North West,Oyo,2112.0,3189.2,404.4,3226.1,507.5
OYSISE10,Oke-Oluokun,Ibadan South East,Oyo,3071.8,9009.9,1169.9,4659.1,1529.6
OYSISE09,Oja'ba,Ibadan South East,Oyo,2432.0,3950.7,489.6,3665.6,730.0
50102,Aliero Dangaladima 2,Aleiro,Kebbi,2871.2,2484.8,495.7,3186.6,562.7
OYSINE03,Aperin,Ibadan North East,Oyo,18621.6,73481.5,9774.6,29726.1,11251.8
LASIOE04,Alakuko Ajegunle,Ifako/Ijaye,Lagos,24178.1,61885.6,8348.9,37351.2,7947.6
OYSISW07,Ita Aregbeomo,Ibadan South West,Oyo,2432.0,4373.0,530.2,3978.3,755.6
OYSISE08,Odinjo,Ibadan South East,Oyo,14082.3,37750.0,5402.3,21160.6,7009.9
OGSABN13,Totoro 1,Abeokuta North,Ogun,7555.9,6768.5,958.7,12962.7,1429.3
OGSIFO01,Agbado,Ifo,Ogun,46721.0,110271.0,14929.9,79460.1,15896.7
OYSINE04,Atipe,Ibadan North East,Oyo,11121.7,40031.2,5325.3,14607.3,5083.5
OGSABN15,Totoro 3,Abeokuta North,Ogun,2543.9,2211.1,313.2,4077.2,504.5
LASAMO11,Alagbado / Alakuko,Alimosho,Lagos,58167.6,120600.5,17189.9,92362.4,17744.2
LASIKA10,Oke-Ira Powerline,Ikeja,Lagos,7514.0,12272.8,1242.8,12606.1,1073.5
OGSABN16,Totoro 4,Abeokuta North,Ogun,12742.6,10326.8,1462.7,15298.4,2254.2
OGSABN02,Iberekodo 2,Abeokuta North,Ogun,4821.7,4125.6,584.4,7263.7,796.4
OYSINW04,Asukuna,Ibadan North West,Oyo,1664.0,2633.0,333.9,3019.5,415.2
OGSABN01,Iberekodo 1,Abeokuta North,Ogun,8879.2,7825.7,1108.5,12844.0,1414.5
